DR Number,Date Reported,Date Occurred,Time Occurred,Area ID,Area Name,Reporting District,Crime Code,Crime Code Description,MO Codes,Victim Age,Victim Sex,Victim Descent,Premise Code,Premise Description,Weapon Used Code,Weapon Description,Status Code,Status Description,Crime Code 1,Crime Code 2,Crime Code 3,Crime Code 4,Address,Cross Street,Location,Threat,Males,Females,No Gender
100617172,6/30/2010,6/30/2010,2100,6,Hollywood,636,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS) 0114",329,43,M,W,210,RESTAURANT/FAST FOOD,,,AA,Adult Arrest,740,,,,WILCOX                       AV,HOLLYWOOD                    BL,"(34.1016, -118.3311)",0,1,0,0
121004093,1/3/2012,12/29/2011,1945,10,West Valley,1006,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS) 0114",0329 1307,47,M,W,121,YARD (RESIDENTIAL/BUSINESS),,,AA,Adult Arrest,740,,,,8100    ANDASOL                      AV,,"(34.2171, -118.5117)",0,1,0,0
121222030,9/19/2012,9/19/2012,415,12,77th Street,1213,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 1309,21,F,W,108,PARKING LOT,,,IC,Invest Cont,440,,,,SLAUSON,WESTERN,"(33.9892, -118.3089)",0,0,1,0
121612079,7/2/2012,7/2/2012,1530,16,Foothill,1619,330,BURGLARY FROM VEHICLE,0344 1601,41,F,W,101,STREET,,,IC,Invest Cont,330,,,,7200    HILLROSE                     ST,,"(34.2628, -118.2884)",0,0,1,0
120414666,9/18/2012,9/18/2012,1600,4,Hollenbeck,413,761,BRANDISH WEAPON,1313 1309 1310 0334,23,M,H,101,STREET,109,SEMI-AUTOMATIC PISTOL,IC,Invest Cont,761,,,,AVENUE 33,GRIFFIN,"(34.0831, -118.2119)",1,1,0,0
130514419,8/28/2013,8/28/2013,1755,5,Harbor,589,888,TRESPASSING,329,35,M,B,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,888,,,,3800    STEPHEN M WHITE              DR,,"(33.7096, -118.2856)",0,1,0,0
100120324,11/17/2010,10/26/2010,1200,1,Central,142,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD0036",0344 1203,67,M,W,203,OTHER BUSINESS,,,IC,Invest Cont,341,,,,400 S  FLOWER                       ST,,"(34.0529, -118.2549)",0,1,0,0
110311565,4/28/2011,4/28/2011,1615,3,Southwest,397,210,ROBBERY,0334 0342 0344 0370 0420 0432 0906 1251,18,M,H,101,STREET,311,HAMMER,IC,Invest Cont,210,,,,W  40TH                         PL,S  VERMONT                      AV,"(34.0102, -118.2915)",1,1,0,0
101924968,11/16/2010,10/16/2010,600,19,Mission,1983,946,OTHER MISCELLANEOUS CRIME,,26,F,W,101,STREET,,,IC,Invest Cont,946,,,,ROSCOE,BURNET,"(34.2215, -118.4634)",0,0,1,0
131518924,10/2/2013,9/26/2013,900,15,N Hollywood,1532,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),1606 0344,22,F,W,123,PARKING UNDERGROUND/BUILDING,,,IC,Invest Cont,420,,,,5700    WHITSETT                     AV,,"(34.174, -118.4052)",0,0,1,0
102007629,2/23/2010,2/22/2010,1100,20,Olympic,2081,354,THEFT OF IDENTITY,100,50,M,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,1600 S  GRAMERCY                     PL,,"(34.0436, -118.313)",0,1,0,0
101511151,4/27/2010,4/23/2010,2200,15,N Hollywood,1567,946,OTHER MISCELLANEOUS CRIME,,69,M,W,108,PARKING LOT,,,IC,Invest Cont,946,,,,10700    MOORPARK                     ST,,"(34.1504, -118.3636)",0,1,0,0
100906026,2/8/2010,2/8/2010,230,9,Van Nuys,935,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),329,26,F,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,745,,,,14100    FRIAR                        ST,,"(34.1857, -118.44)",0,0,1,0
121800919,5/21/2012,5/20/2012,2200,18,Southeast,1824,624,BATTERY - SIMPLE ASSAULT,0419 2000,30,F,B,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,624,,,,CENTRAL                      AV,CENTURY                      ST,"(33.9457, -118.2541)",1,0,1,0
130217954,8/24/2013,8/24/2013,1935,2,Rampart,231,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0913 0411,14,M,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",207,OTHER KNIFE,AO,Adult Other,230,,,,2900    BEVERLY                      BL,,"(34.0711, -118.2805)",1,1,0,0
131112099,6/4/2013,6/3/2013,1345,11,Northeast,1183,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),329,22,F,H,101,STREET,,,IC,Invest Cont,745,,,,1600 N  ALVARADO                     ST,,"(34.0835, -118.26)",0,0,1,0
130204824,1/14/2013,9/1/2012,1930,2,Rampart,265,354,THEFT OF IDENTITY,1822 0100,41,M,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354,,,,700 S  WESTLAKE                     AV,,"(34.0559, -118.2756)",0,1,0,0
111518204,9/23/2011,9/23/2011,1530,15,N Hollywood,1548,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD0036",344,25,F,W,102,SIDEWALK,,,IC,Invest Cont,341,,,,5300    LANKERSHIM                   BL,,"(34.167, -118.3759)",0,0,1,0
100918304,9/13/2010,9/13/2010,900,9,Van Nuys,935,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,0416 0421,25,M,H,101,STREET,511,VERBAL THREAT,IC,Invest Cont,930,,,,DELANO                       ST,VESPER                       AV,"(34.1827, -118.4509)",1,1,0,0
100320141,8/19/2010,8/18/2010,1130,3,Southwest,325,440,THEFT PLAIN - PETTY ($950 & UNDER),344,15,M,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,440,,,,1400 W  29TH                         ST,,"(34.0287, -118.2915)",0,1,0,0
121817051,9/6/2012,9/6/2012,830,18,Southeast,1822,210,ROBBERY,2000 0913 0319 0416 0906 0344,19,F,H,102,SIDEWALK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,210,,,,CENTURY,BROADWAY,"(33.9456, -118.2781)",1,0,1,0
100418425,11/29/2010,11/26/2010,1535,4,Hollenbeck,455,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329 1609,46,M,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,745,,,,2000    BAILEY                       ST,,"(34.0519, -118.2116)",0,1,0,0
120319917,8/31/2012,8/29/2012,2000,3,Southwest,332,331,THEFT FROM MOTOR VEHICLE - GRAND ($400 AND OVER),0344 1300,33,F,B,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,331,,,,2800    HILLCREST                    DR,,"(34.0311, -118.3428)",0,0,1,0
100618369,7/16/2010,5/9/2010,2010,6,Hollywood,637,210,ROBBERY,0344 0400 0416 0417,43,F,O,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,210,,,,HOLLYWOOD                    BL,BRONSON,"(34.1017, -118.318)",1,0,1,0
100500608,1/16/2010,1/16/2010,2020,5,Harbor,515,624,BATTERY - SIMPLE ASSAULT,0416 0432 1309,26,M,H,108,PARKING LOT,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,900 W  PACIFIC COAST                HY,,"(33.7906, -118.2739)",1,1,0,0
102109544,4/12/2010,3/29/2010,1100,21,Topanga,2145,649,DOCUMENT FORGERY / STOLEN FELONY,0349 0929 0923 1822,68,F,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,649,,,,22300    GILMORE                      ST,,"(34.1874, -118.6121)",0,0,1,0
120221135,11/9/2012,11/9/2012,1930,2,Rampart,235,888,TRESPASSING,1501,23,M,H,701,HOSPITAL,,,IC,Invest Cont,888,,,,2100 W  3RD                          ST,,"(34.063, -118.2727)",0,1,0,0
110314459,6/13/2011,6/1/2011,1200,3,Southwest,393,956,"LETTERS, LEWD",0913 1501,40,F,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",511,VERBAL THREAT,IC,Invest Cont,956,,,,4100    GARTHWAITE                   AV,,"(34.0095, -118.3231)",1,0,1,0
111924483,12/8/2011,12/7/2011,2010,19,Mission,1999,901,VIOLATION OF RESTRAINING ORDER,1501,49,F,H,108,PARKING LOT,,,IC,Invest Cont,901,,,,7800    VENTURA CANYON               AV,,"(34.2122, -118.4287)",0,0,1,0
121204773,1/12/2012,1/10/2012,1400,12,77th Street,1249,624,BATTERY - SIMPLE ASSAULT,2000 1310 0416,19,F,B,122,"VEHICLE, PASSENGER/TRUCK",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,624,,,,HARBOR                       FY,GAGE,"(33.9824, -118.2805)",1,0,1,0
101516598,7/6/2010,6/27/2010,1200,15,N Hollywood,1509,946,OTHER MISCELLANEOUS CRIME,1501,25,M,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,946,,,,10700    SHERMAN                      PL,,"(34.2026, -118.3635)",0,1,0,0
101005721,2/6/2010,2/4/2010,1100,10,West Valley,1034,310,BURGLARY,0344 1607,67,M,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,6200    ENFIELD                      AV,,"(34.1819, -118.524)",0,1,0,0
101715866,8/8/2010,8/1/2010,1130,17,Devonshire,1701,624,BATTERY - SIMPLE ASSAULT,0400 0561 1501,50,F,W,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,20300    LIVORNO                      WY,,"(34.2809, -118.5788)",1,0,1,0
131109921,4/26/2013,4/25/2013,915,11,Northeast,1177,624,BATTERY - SIMPLE ASSAULT,416,10,M,H,704,ELEMENTARY SCHOOL,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,624,,,,600    CYPRESS                      AV,,"(34.0882, -118.2219)",1,1,0,0
111822779,12/8/2011,9/17/2010,1200,18,Southeast,1842,946,OTHER MISCELLANEOUS CRIME,1501,53,F,B,726,POLICE FACILITY,,,AA,Adult Arrest,946,,,,100 W  108TH                        ST,,"(33.9383, -118.2739)",0,0,1,0
101512461,5/15/2010,5/15/2010,1000,15,N Hollywood,1511,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD0036",344,55,M,W,203,OTHER BUSINESS,,,IC,Invest Cont,341,,,,7400    VARNA                        AV,,"(34.2051, -118.4247)",0,1,0,0
131317095,8/27/2013,8/25/2013,215,13,Newton,1383,946,OTHER MISCELLANEOUS CRIME,1212,12,M,H,102,SIDEWALK,,,IC,Invest Cont,946,,,,5900    WOODLAWN                     AV,,"(33.9873, -118.2728)",0,1,0,0
100406898,3/7/2010,3/7/2010,2250,4,Hollenbeck,423,900,VIOLATION OF COURT ORDER,2000,41,M,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,AO,Adult Other,900,,,,1100 N  MISSION                      RD,,"(34.0606, -118.2144)",0,1,0,0
130216321,7/23/2013,7/23/2013,1700,2,Rampart,271,626,INTIMATE PARTNER - SIMPLE ASSAULT,1243 1813 2000 0444 0416,18,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,626,,,,900 S  LAKE                         ST,,"(34.0539, -118.2799)",1,0,1,0
111916439,7/25/2011,7/24/2011,30,19,Mission,1985,624,BATTERY - SIMPLE ASSAULT,0417 0444 1813 2000,38,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,14600    RAYEN                        ST,,"(34.2318, -118.4503)",1,0,1,0
100911578,5/14/2010,5/13/2010,1930,9,Van Nuys,952,330,BURGLARY FROM VEHICLE,0344 1307,42,M,W,707,GARAGE/CARPORT,,,IC,Invest Cont,330,,,,5200    KESTER                       AV,,"(34.1649, -118.4574)",0,1,0,0
121801227,8/26/2012,8/25/2012,1245,18,Southeast,1849,626,INTIMATE PARTNER - SIMPLE ASSAULT,0411 2000,37,M,B,501,SINGLE FAMILY DWELLING,200,KNIFE WITH BLADE 6INCHES OR LESS,AO,Adult Other,626,,,,2200 E  111TH                        ST,,"(33.9343, -118.2335)",1,1,0,0
121514799,7/14/2012,7/13/2012,1600,15,N Hollywood,1563,956,"LETTERS, LEWD",1501,32,F,W,501,SINGLE FAMILY DWELLING,,,AA,Adult Arrest,956,,,,4400    SIMPSON                      AV,,"(34.1504, -118.3888)",0,0,1,0
131511564,5/23/2013,5/6/2013,1200,15,N Hollywood,1501,354,THEFT OF IDENTITY,0930 1822,35,M,O,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,7900    MARY ELLEN                   AV,,"(34.2142, -118.4174)",0,1,0,0
110916564,8/15/2011,8/10/2011,1200,9,Van Nuys,909,354,THEFT OF IDENTITY,0100 0930 1822,46,F,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,7500    WOODMAN                      AV,,"(34.2069, -118.4312)",0,0,1,0
111306252,2/7/2011,2/7/2011,1945,13,Newton,1323,624,BATTERY - SIMPLE ASSAULT,0400 0913 2000,24,F,H,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,624,,,,1000 E  24TH                         ST,,"(34.022, -118.2573)",1,0,1,0
120815564,10/5/2012,10/5/2012,340,8,West LA,898,210,ROBBERY,,34,M,H,406,OTHER STORE,102,HAND GUN,IC,Invest Cont,210,,,,8900    CADILLAC                     AV,,"(34.0403, -118.3846)",1,1,0,0
121208201,3/2/2012,3/1/2012,1845,12,77th Street,1239,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0305 0411 0443 0448 1243 1814 2000 2002 0449 0334,44,F,H,501,SINGLE FAMILY DWELLING,207,OTHER KNIFE,IC,Invest Cont,230,,,,400 W  60TH                         ST,,"(33.9851, -118.2809)",1,0,1,0
120413786,8/24/2012,8/24/2012,1640,4,Hollenbeck,442,624,BATTERY - SIMPLE ASSAULT,1243 0448 0561,50,F,H,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,624,,,,1000    LORD                         ST,,"(34.0578, -118.2133)",1,0,1,0
130217472,8/14/2013,8/13/2013,1800,2,Rampart,238,354,THEFT OF IDENTITY,0377 0922 1822,50,M,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354,,,,200 N  BIXEL                        ST,,"(34.0625, -118.2556)",0,1,0,0
111721648,12/14/2011,12/14/2011,1900,17,Devonshire,1791,330,BURGLARY FROM VEHICLE,0344 1607,44,M,O,101,STREET,,,IC,Invest Cont,330,,,,WINNETKA                     AV,ROSCOE                       BL,"(34.2222, -118.571)",0,1,0,0
102012948,5/13/2010,5/13/2010,1900,20,Olympic,2049,440,THEFT PLAIN - PETTY ($950 & UNDER),0104 0202 0325 0342 0344 0346,,M,W,406,OTHER STORE,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,440,,,,2800    JAMES M WOOD                 BL,,"(34.0559, -118.2891)",1,1,0,0
121812344,6/8/2012,6/4/2012,2130,18,Southeast,1838,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329 0311,37,F,B,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,745,,,,2100 E  105TH                        ST,,"(33.9406, -118.2348)",0,0,1,0
102008428,3/7/2010,3/7/2010,30,20,Olympic,2011,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS) 0114",329,55,F,W,122,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,740,,,,200 S  WILTON                       PL,,"(34.0711, -118.3142)",0,0,1,0
110315288,6/25/2011,6/25/2011,1230,3,Southwest,379,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS) 0114",0329 1607,54,M,W,501,SINGLE FAMILY DWELLING,,,AO,Adult Other,740,,,,1000    LEIGHTON                     AV,,"(34.0132, -118.2915)",0,1,0,0
100613681,5/15/2010,5/1/2010,800,6,Hollywood,622,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS) 0114",0344 1609,46,F,W,501,SINGLE FAMILY DWELLING,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,740,,,,2600    OUTPOST                      DR,,"(34.1158, -118.3468)",1,0,1,0
130208248,3/14/2013,3/7/2013,1155,2,Rampart,211,440,THEFT PLAIN - PETTY ($950 & UNDER),1822 0344,20,M,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,440,,,,500 N  ALEXANDRIA                   AV,,"(34.079, -118.298)",0,1,0,0
110406247,2/22/2011,2/22/2011,1000,4,Hollenbeck,406,310,BURGLARY,0344 0358 0352 1202 1609,81,M,O,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,310,,,,4200    VIA ARBOLADA,,"(34.096, -118.185)",0,1,0,0
112118800,11/3/2011,11/3/2011,1330,21,Topanga,2142,626,INTIMATE PARTNER - SIMPLE ASSAULT,0417 1813 2000,42,M,W,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,626,,,,23500    SYLVAN                       ST,,"(34.1848, -118.6394)",1,1,0,0
111411925,4/6/2011,12/20/2010,1200,14,Pacific,1483,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD0036",0352 0344,70,F,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,341,,,,8100    MANITOBA                     ST,,"(33.9563, -118.4356)",0,0,1,0
110909167,4/6/2011,3/16/2011,1600,9,Van Nuys,905,354,THEFT OF IDENTITY,1202 1822,74,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354,,,,14700    SHERMAN                      WY,,"(34.2012, -118.4531)",0,0,1,0
160919385,10/27/2016,1/8/2010,900,9,Van Nuys,952,649,DOCUMENT FORGERY / STOLEN FELONY,1817 0923,52,M,W,203,OTHER BUSINESS,,,IC,Invest Cont,649,,,,5200    SALOMA                       AV,,"(34.1699, -118.4586)",0,1,0,0
120205723,2/2/2012,2/2/2012,450,2,Rampart,271,330,BURGLARY FROM VEHICLE,1609,36,M,H,101,STREET,,,IC,Invest Cont,330,,,,PARK VIEW                    ST,JAMES M WOOD,"(34.0533, -118.2829)",0,1,0,0
120216113,8/12/2012,8/12/2012,2020,2,Rampart,212,624,BATTERY - SIMPLE ASSAULT,0416 0305,55,M,H,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,MELROSE,VIRGIL                       AV,"(34.0836, -118.2868)",1,1,0,0
110220736,11/22/2011,11/8/2011,1200,2,Rampart,233,354,THEFT OF IDENTITY,100,39,F,O,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354,,,,200 S  LA FAYETTE PARK              PL,,"(34.0692, -118.2792)",0,0,1,0
110505017,1/20/2011,1/19/2011,1800,5,Harbor,562,330,BURGLARY FROM VEHICLE,0344 1300,30,F,W,101,STREET,,,IC,Invest Cont,330,,,,1300 W  8TH                          ST,,"(33.737, -118.3056)",0,0,1,0
130105632,1/29/2013,1/28/2013,1100,1,Central,185,664,"BUNCO, PETTY THEFT",344,19,F,H,203,OTHER BUSINESS,,,IC,Invest Cont,664,,,,1200    MAPLE                        AV,,"(34.0357, -118.2563)",0,0,1,0
100120484,11/20/2010,11/20/2010,1445,1,Central,192,330,BURGLARY FROM VEHICLE,0344 1601,31,F,H,101,STREET,,,IC,Invest Cont,330,,,,1400 S  GRAND                        AV,,"(34.0372, -118.2654)",0,0,1,0
120413777,8/25/2012,8/24/2012,1600,4,Hollenbeck,416,330,BURGLARY FROM VEHICLE,0321 1210 1302 0344 0377,36,M,H,101,STREET,,,IC,Invest Cont,330,,,,3400    SIERRA                       ST,,"(34.0845, -118.2002)",0,1,0,0
121018074,10/27/2012,10/27/2012,110,10,West Valley,1018,210,ROBBERY,1414 0352 1814 0207 0363 0359 1817 0302 0906 1816,55,F,H,501,SINGLE FAMILY DWELLING,102,HAND GUN,AA,Adult Arrest,210,,,,7300    WOODLEY                      AV,,"(34.203, -118.4837)",1,0,1,0
110912729,6/7/2011,6/4/2011,1200,9,Van Nuys,915,812,CRM AGNST CHLD (13 OR UNDER) (14-15 & SUSP 10 YRS OLDER)0060,0522 0520 0545 0541 0531 0536 0529 1258 1501 1820,,M,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",JO,Juv Other,812,,,,14400    VOSE                         ST,,"(34.1985, -118.4467)",1,1,0,0
120619696,8/1/2012,7/22/2012,100,6,Hollywood,636,210,ROBBERY,0355 0344,25,F,W,101,STREET,101,REVOLVER,IC,Invest Cont,210,,,,HOLLYWOOD                    BL,CAHUENGA,"(34.1016, -118.3295)",1,0,1,0
101805244,1/22/2010,1/18/2010,930,18,Southeast,1822,520,VEHICLE - ATTEMPT STOLEN,0329 1302 1822,22,F,B,101,STREET,,,IC,Invest Cont,520,,,,100 W  CENTURY                      BL,,"(33.9456, -118.2739)",0,0,1,0
111406983,2/14/2011,2/13/2011,1930,14,Pacific,1469,624,BATTERY - SIMPLE ASSAULT,416,17,M,B,210,RESTAURANT/FAST FOOD,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,5200 W  CENTINELA                    AV,,"(33.9773, -118.3703)",1,1,0,0
110212747,6/22/2011,6/21/2011,2325,2,Rampart,269,310,BURGLARY,0314 0344 1601,21,M,O,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,310,,,,700 S  BIXEL                        ST,,"(34.0509, -118.2642)",0,1,0,0
111215526,6/10/2011,6/9/2011,1015,12,77th Street,1266,210,ROBBERY,0342 0344 0370,25,M,B,124,BUS STOP,207,OTHER KNIFE,IC,Invest Cont,210,,,,79TH                         ST,FIGUEROA,"(33.9679, -118.2827)",1,1,0,0
111609142,4/19/2011,4/12/2011,2150,16,Foothill,1675,761,BRANDISH WEAPON,0334 1300,28,F,H,101,STREET,200,KNIFE WITH BLADE 6INCHES OR LESS,AA,Adult Arrest,761,,,,SUNLAND,OLINDA,"(34.2277, -118.3661)",1,0,1,0
100221081,11/17/2010,11/16/2010,914,2,Rampart,257,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329 0906,27,F,H,728,ELEVATOR,,,IC,Invest Cont,745,,,,1500 W  4TH                          ST,,"(34.0571, -118.2658)",0,0,1,0
120221352,11/14/2012,11/9/2012,1500,2,Rampart,249,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD0036",344,45,M,H,203,OTHER BUSINESS,,,IC,Invest Cont,341,,,,400    LUCAS                        AV,,"(34.0574, -118.2621)",0,1,0,0
100321548,9/10/2010,9/9/2010,1830,3,Southwest,392,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0913 1100 1402 1414 1407,,F,B,101,STREET,104,SHOTGUN,IC,Invest Cont,230,998,,,5100    5TH                          AV,,"(33.9963, -118.3225)",1,0,1,0
120318377,8/8/2012,8/8/2012,1400,3,Southwest,317,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1206 0913 0416,53,F,B,103,ALLEY,308,STICK,IC,Invest Cont,230,,,,S  NORMANDIE                    AV,W  ADAMS                        BL,"(34.0327, -118.3002)",1,0,1,0
120211616,5/22/2012,5/22/2012,2340,2,Rampart,245,753,DISCHARGE FIREARMS/SHOTS FIRED,1407 1100,,M,O,101,STREET,106,UNKNOWN FIREARM,IC,Invest Cont,753,998,,,4TH                          ST,CORONADO,"(34.0648, -118.2786)",1,1,0,0
111411758,4/5/2011,3/5/2011,1600,14,Pacific,1483,310,BURGLARY,344,53,F,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,7500 W  90TH                         ST,,"(33.9554, -118.4265)",0,0,1,0
120501426,10/26/2012,10/26/2012,2030,5,Harbor,541,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,0421 0444 0429,56,M,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",511,VERBAL THREAT,AA,Adult Arrest,930,,,,1300    PARK WESTERN                 DR,,"(33.754, -118.3048)",1,1,0,0
111209410,3/20/2011,3/18/2011,1900,12,77th Street,1204,626,INTIMATE PARTNER - SIMPLE ASSAULT,0319 0329 0344 0408 0429 0444 0906 2000,22,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,626,,,,1400 W  VERNON                       AV,,"(34.0037, -118.3002)",1,0,1,0
130207211,2/27/2013,2/26/2013,1100,2,Rampart,246,624,BATTERY - SIMPLE ASSAULT,0917 0913 0416 0417 0319 0356 0447 2003,43,F,H,719,MEDICAL/DENTAL OFFICES,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,2000    WILSHIRE                     BL,,"(34.0574, -118.2747)",1,0,1,0
111406402,2/7/2011,2/7/2011,150,14,Pacific,1469,210,ROBBERY,0334 0337 0344,,M,W,401,MINI-MART,201,KNIFE WITH BLADE OVER 6 INCHES IN LENGTH,IC,Invest Cont,210,,,,5400 W  CENTINELA                    AV,,"(33.9772, -118.3744)",1,1,0,0
131221885,9/26/2013,9/26/2013,220,12,77th Street,1256,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1309 0416,29,M,B,210,RESTAURANT/FAST FOOD,307,VEHICLE,IC,Invest Cont,230,,,,FLORENCE,FIGUEROA,"(33.9747, -118.2827)",1,1,0,0
100306534,2/9/2010,2/8/2010,2140,3,Southwest,375,626,INTIMATE PARTNER - SIMPLE ASSAULT,0416 1402,20,F,B,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,626,,,,WESTERN,LEIGHTON,"(34.0128, -118.3089)",1,0,1,0
130211385,5/3/2013,5/2/2013,1100,2,Rampart,241,440,THEFT PLAIN - PETTY ($950 & UNDER),344,51,F,W,203,OTHER BUSINESS,,,IC,Invest Cont,440,,,,500 S  LA FAYETTE PARK              PL,,"(34.0645, -118.2823)",0,0,1,0
100508073,3/20/2010,3/12/2010,800,5,Harbor,519,354,THEFT OF IDENTITY,0929 1822,36,F,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,1000 E  O                            ST,,"(33.7924, -118.2511)",0,0,1,0
130623975,10/26/2013,10/26/2013,2335,6,Hollywood,636,624,BATTERY - SIMPLE ASSAULT,0400 0416,49,M,H,102,SIDEWALK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,624,,,,6300    HOLLYWOOD                    BL,,"(34.1016, -118.3267)",1,1,0,0
